difficulty_rank,rank_within_missing_count,state_mask,state,missing_digits,missing_count,contains_digit_9,completion_probability_within_1,completion_probability_within_2,completion_probability_within_3,completion_probability_within_5,completion_probability_within_10,expected_remaining_draws,variance_remaining_draws,standard_deviation_remaining_draws,quantile_50_draws,quantile_90_draws,quantile_95_draws,quantile_99_draws
241,111,452,"{2,6,7,8}",2 6 7 8,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
242,112,120,"{3,4,5,6}",3 4 5 6,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
243,113,184,"{3,4,5,7}",3 4 5 7,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
244,114,312,"{3,4,5,8}",3 4 5 8,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
245,115,216,"{3,4,6,7}",3 4 6 7,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
246,116,344,"{3,4,6,8}",3 4 6 8,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
247,117,408,"{3,4,7,8}",3 4 7 8,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
248,118,232,"{3,5,6,7}",3 5 6 7,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
249,119,360,"{3,5,6,8}",3 5 6 8,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
250,120,424,"{3,5,7,8}",3 5 7 8,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
251,121,456,"{3,6,7,8}",3 6 7 8,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
252,122,240,"{4,5,6,7}",4 5 6 7,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
253,123,368,"{4,5,6,8}",4 5 6 8,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
254,124,432,"{4,5,7,8}",4 5 7 8,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
255,125,464,"{4,6,7,8}",4 6 7 8,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
256,126,480,"{5,6,7,8}",5 6 7 8,4,no,0.1738782543545434,0.63843246803049403,0.87484730298799074,0.98694907770318274,0.99995722416873267,2.3727455679401848,1.12771604960645,1.0619397579931029,2,4,4,6
257,37,513,"{0,9}",0 9,2,yes,0.30813300462706228,0.62954265921164687,0.80929301215397476,0.9479186212642694,0.99759143072426437,2.4646240693725585,2.5836579426033861,1.607376104899966,2,4,6,8
258,38,514,"{1,9}",1 9,2,yes,0.29457953656930075,0.62502372540038487,0.80816237842035654,0.94786610717869846,0.99759141697728593,2.4841442745545903,2.5612445554423653,1.6003888763179921,2,4,6,8
259,39,516,"{2,9}",2 9,2,yes,0.29457953656930075,0.62502372540038487,0.80816237842035654,0.94786610717869846,0.99759141697728593,2.4841442745545903,2.5612445554423653,1.6003888763179921,2,4,6,8
260,40,520,"{3,9}",3 9,2,yes,0.29457953656930075,0.62502372540038487,0.80816237842035654,0.94786610717869846,0.99759141697728593,2.4841442745545903,2.5612445554423653,1.6003888763179921,2,4,6,8
261,41,528,"{4,9}",4 9,2,yes,0.29457953656930075,0.62502372540038487,0.80816237842035654,0.94786610717869846,0.99759141697728593,2.4841442745545903,2.5612445554423653,1.6003888763179921,2,4,6,8
262,42,544,"{5,9}",5 9,2,yes,0.29457953656930075,0.62502372540038487,0.80816237842035654,0.94786610717869846,0.99759141697728593,2.4841442745545903,2.5612445554423653,1.6003888763179921,2,4,6,8
263,43,576,"{6,9}",6 9,2,yes,0.29457953656930075,0.62502372540038487,0.80816237842035654,0.94786610717869846,0.99759141697728593,2.4841442745545903,2.5612445554423653,1.6003888763179921,2,4,6,8
264,44,640,"{7,9}",7 9,2,yes,0.29457953656930075,0.62502372540038487,0.80816237842035654,0.94786610717869846,0.99759141697728593,2.4841442745545903,2.5612445554423653,1.6003888763179921,2,4,6,8
265,45,768,"{8,9}",8 9,2,yes,0.29457953656930075,0.62502372540038487,0.80816237842035654,0.94786610717869846,0.99759141697728593,2.4841442745545903,2.5612445554423653,1.6003888763179921,2,4,6,8
266,1,31,"{0,1,2,3,4}",0 1 2 3 4,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
267,2,47,"{0,1,2,3,5}",0 1 2 3 5,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
268,3,79,"{0,1,2,3,6}",0 1 2 3 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
269,4,143,"{0,1,2,3,7}",0 1 2 3 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
270,5,271,"{0,1,2,3,8}",0 1 2 3 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
271,6,55,"{0,1,2,4,5}",0 1 2 4 5,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
272,7,87,"{0,1,2,4,6}",0 1 2 4 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
273,8,151,"{0,1,2,4,7}",0 1 2 4 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
274,9,279,"{0,1,2,4,8}",0 1 2 4 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
275,10,103,"{0,1,2,5,6}",0 1 2 5 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
276,11,167,"{0,1,2,5,7}",0 1 2 5 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
277,12,295,"{0,1,2,5,8}",0 1 2 5 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
278,13,199,"{0,1,2,6,7}",0 1 2 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
279,14,327,"{0,1,2,6,8}",0 1 2 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
280,15,391,"{0,1,2,7,8}",0 1 2 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
281,16,59,"{0,1,3,4,5}",0 1 3 4 5,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
282,17,91,"{0,1,3,4,6}",0 1 3 4 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
283,18,155,"{0,1,3,4,7}",0 1 3 4 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
284,19,283,"{0,1,3,4,8}",0 1 3 4 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
285,20,107,"{0,1,3,5,6}",0 1 3 5 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
286,21,171,"{0,1,3,5,7}",0 1 3 5 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
287,22,299,"{0,1,3,5,8}",0 1 3 5 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
288,23,203,"{0,1,3,6,7}",0 1 3 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
289,24,331,"{0,1,3,6,8}",0 1 3 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
290,25,395,"{0,1,3,7,8}",0 1 3 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
291,26,115,"{0,1,4,5,6}",0 1 4 5 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
292,27,179,"{0,1,4,5,7}",0 1 4 5 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
293,28,307,"{0,1,4,5,8}",0 1 4 5 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
294,29,211,"{0,1,4,6,7}",0 1 4 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
295,30,339,"{0,1,4,6,8}",0 1 4 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
296,31,403,"{0,1,4,7,8}",0 1 4 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
297,32,227,"{0,1,5,6,7}",0 1 5 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
298,33,355,"{0,1,5,6,8}",0 1 5 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
299,34,419,"{0,1,5,7,8}",0 1 5 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
300,35,451,"{0,1,6,7,8}",0 1 6 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
301,36,61,"{0,2,3,4,5}",0 2 3 4 5,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
302,37,93,"{0,2,3,4,6}",0 2 3 4 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
303,38,157,"{0,2,3,4,7}",0 2 3 4 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
304,39,285,"{0,2,3,4,8}",0 2 3 4 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
305,40,109,"{0,2,3,5,6}",0 2 3 5 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
306,41,173,"{0,2,3,5,7}",0 2 3 5 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
307,42,301,"{0,2,3,5,8}",0 2 3 5 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
308,43,205,"{0,2,3,6,7}",0 2 3 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
309,44,333,"{0,2,3,6,8}",0 2 3 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
310,45,397,"{0,2,3,7,8}",0 2 3 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
311,46,117,"{0,2,4,5,6}",0 2 4 5 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
312,47,181,"{0,2,4,5,7}",0 2 4 5 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
313,48,309,"{0,2,4,5,8}",0 2 4 5 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
314,49,213,"{0,2,4,6,7}",0 2 4 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
315,50,341,"{0,2,4,6,8}",0 2 4 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
316,51,405,"{0,2,4,7,8}",0 2 4 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
317,52,229,"{0,2,5,6,7}",0 2 5 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
318,53,357,"{0,2,5,6,8}",0 2 5 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
319,54,421,"{0,2,5,7,8}",0 2 5 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
320,55,453,"{0,2,6,7,8}",0 2 6 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
321,56,121,"{0,3,4,5,6}",0 3 4 5 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
322,57,185,"{0,3,4,5,7}",0 3 4 5 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
323,58,313,"{0,3,4,5,8}",0 3 4 5 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
324,59,217,"{0,3,4,6,7}",0 3 4 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
325,60,345,"{0,3,4,6,8}",0 3 4 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
326,61,409,"{0,3,4,7,8}",0 3 4 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
327,62,233,"{0,3,5,6,7}",0 3 5 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
328,63,361,"{0,3,5,6,8}",0 3 5 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
329,64,425,"{0,3,5,7,8}",0 3 5 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
330,65,457,"{0,3,6,7,8}",0 3 6 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
331,66,241,"{0,4,5,6,7}",0 4 5 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
332,67,369,"{0,4,5,6,8}",0 4 5 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
333,68,433,"{0,4,5,7,8}",0 4 5 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
334,69,465,"{0,4,6,7,8}",0 4 6 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
335,70,481,"{0,5,6,7,8}",0 5 6 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
336,71,62,"{1,2,3,4,5}",1 2 3 4 5,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
337,72,94,"{1,2,3,4,6}",1 2 3 4 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
338,73,158,"{1,2,3,4,7}",1 2 3 4 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
339,74,286,"{1,2,3,4,8}",1 2 3 4 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
340,75,110,"{1,2,3,5,6}",1 2 3 5 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
341,76,174,"{1,2,3,5,7}",1 2 3 5 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
342,77,302,"{1,2,3,5,8}",1 2 3 5 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
343,78,206,"{1,2,3,6,7}",1 2 3 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
344,79,334,"{1,2,3,6,8}",1 2 3 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
345,80,398,"{1,2,3,7,8}",1 2 3 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
346,81,118,"{1,2,4,5,6}",1 2 4 5 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
347,82,182,"{1,2,4,5,7}",1 2 4 5 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
348,83,310,"{1,2,4,5,8}",1 2 4 5 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
349,84,214,"{1,2,4,6,7}",1 2 4 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
350,85,342,"{1,2,4,6,8}",1 2 4 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
351,86,406,"{1,2,4,7,8}",1 2 4 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
352,87,230,"{1,2,5,6,7}",1 2 5 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
353,88,358,"{1,2,5,6,8}",1 2 5 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
354,89,422,"{1,2,5,7,8}",1 2 5 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
355,90,454,"{1,2,6,7,8}",1 2 6 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
356,91,122,"{1,3,4,5,6}",1 3 4 5 6,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
357,92,186,"{1,3,4,5,7}",1 3 4 5 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
358,93,314,"{1,3,4,5,8}",1 3 4 5 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
359,94,218,"{1,3,4,6,7}",1 3 4 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
360,95,346,"{1,3,4,6,8}",1 3 4 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
361,96,410,"{1,3,4,7,8}",1 3 4 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
362,97,234,"{1,3,5,6,7}",1 3 5 6 7,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
363,98,362,"{1,3,5,6,8}",1 3 5 6 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
364,99,426,"{1,3,5,7,8}",1 3 5 7 8,5,no,0.099661591633334809,0.56509187641319769,0.84516439157772816,0.9836987327562472,0.99994653027241209,2.5648061074587623,1.1239525511513735,1.0601662846701803,2,4,5,6
